hour,latitude,longitude,space_fold,time_fold
2020-12-01 22:00:00,45.5,-8.5,2,0
2020-12-01 22:00:00,41.5,-9.5,0,0
2020-12-01 22:00:00,37.25,-10.5,0,0
2020-12-01 22:00:00,33.25,-11.5,0,0
2020-12-01 22:00:00,29.25,-12.25,0,0
2020-12-01 22:00:00,25.25,-13.0,0,0
2020-12-01 22:00:00,21.0,-13.75,0,0
2020-12-01 22:00:00,17.0,-14.75,0,0
2020-12-01 22:00:00,13.0,-15.5,0,0
2020-12-01 22:00:00,8.75,-16.5,0,0
2020-12-01 22:00:00,4.75,-17.25,0,0
2020-12-01 22:00:00,0.5,-18.25,0,0
2020-12-01 22:00:00,-3.5,-19.25,0,0
2020-12-01 22:00:00,-7.75,-20.25,0,0
2020-12-01 22:00:00,-12.25,-21.5,0,0
2020-12-01 22:00:00,-16.5,-23.0,0,0
2020-12-01 23:00:00,77.25,-20.75,2,1
2020-12-01 23:00:00,73.0,-23.75,2,1
2020-12-01 23:00:00,68.75,-26.0,2,1
2020-12-01 23:00:00,64.5,-27.5,2,1
2020-12-01 23:00:00,60.25,-29.0,2,1
2020-12-01 23:00:00,56.25,-30.25,2,1
2020-12-01 23:00:00,52.25,-31.5,0,1
2020-12-01 23:00:00,48.0,-32.25,0,1
2020-12-01 23:00:00,44.0,-33.25,0,1
2020-12-01 23:00:00,40.0,-34.0,0,1
2020-12-01 23:00:00,35.75,-35.0,0,1
2020-12-01 23:00:00,31.75,-35.75,0,1
2020-12-01 23:00:00,27.75,-36.75,0,1
2020-12-01 23:00:00,23.75,-37.75,0,1
2020-12-01 23:00:00,19.5,-38.5,0,1
2020-12-01 23:00:00,15.5,-39.25,0,1
2020-12-01 23:00:00,11.5,-40.0,0,1
2020-12-01 23:00:00,7.25,-41.0,0,1
2020-12-01 23:00:00,3.25,-41.75,0,1
2020-12-01 23:00:00,-1.0,-42.75,0,1
2020-12-01 23:00:00,-5.25,-43.75,0,1
2020-12-01 23:00:00,-9.5,-45.0,0,1
2020-12-01 23:00:00,-13.75,-46.25,0,1
2020-12-02 01:00:00,80.0,-41.75,2,1
2020-12-02 01:00:00,75.75,-46.25,2,1
2020-12-02 01:00:00,71.5,-48.75,2,1
2020-12-02 01:00:00,67.25,-50.75,2,1
2020-12-02 01:00:00,63.0,-52.25,2,1
2020-12-02 01:00:00,58.75,-53.75,2,1
2020-12-02 01:00:00,54.5,-55.0,0,1
2020-12-02 01:00:00,50.5,-55.75,0,1
2020-12-02 01:00:00,46.5,-56.75,0,1
2020-12-02 01:00:00,42.5,-57.5,0,1
2020-12-02 01:00:00,38.25,-58.75,0,1
2020-12-02 01:00:00,34.25,-59.5,0,1
2020-12-02 01:00:00,30.25,-60.25,0,1
2020-12-02 01:00:00,26.25,-61.0,0,1
2020-12-02 01:00:00,22.25,-62.0,0,1
2020-12-02 01:00:00,18.0,-62.75,0,1
2020-12-02 01:00:00,14.0,-63.75,0,1
2020-12-02 01:00:00,10.0,-64.5,0,1
2020-12-02 01:00:00,5.75,-65.5,0,1
2020-12-02 01:00:00,1.75,-66.5,0,1
2020-12-02 01:00:00,-2.5,-67.25,0,1
2020-12-02 01:00:00,-6.75,-68.5,0,1
2020-12-02 02:00:00,78.5,-68.25,2,1
2020-12-02 02:00:00,74.0,-71.5,2,1
2020-12-02 02:00:00,69.75,-73.75,2,1
2020-12-02 02:00:00,65.5,-75.75,2,1
2020-12-02 02:00:00,61.25,-77.0,2,1
2020-12-02 02:00:00,57.25,-78.0,0,1
2020-12-02 02:00:00,53.25,-79.25,0,1
2020-12-02 02:00:00,49.0,-80.5,0,1
2020-12-02 02:00:00,45.0,-81.25,0,1
2020-12-02 02:00:00,40.75,-82.0,0,1
2020-12-02 02:00:00,36.75,-83.0,0,1
2020-12-02 02:00:00,32.75,-84.0,0,1
2020-12-02 02:00:00,28.75,-84.75,0,1
2020-12-02 02:00:00,24.75,-85.5,0,1
2020-12-02 03:00:00,20.75,-86.5,0,1
2020-12-02 03:00:00,16.5,-87.25,0,1
2020-12-02 03:00:00,12.5,-88.0,0,1
2020-12-02 03:00:00,8.25,-89.0,0,1
2020-12-02 03:00:00,4.25,-90.0,0,1
2020-12-02 03:00:00,0.0,-91.0,0,1
2020-12-02 03:00:00,-4.0,-92.0,0,1
2020-12-02 03:00:00,-8.25,-93.0,0,1
2020-12-02 03:00:00,-12.75,-94.25,0,1
2020-12-02 03:00:00,-17.0,-95.5,0,1
2020-12-02 04:00:00,81.25,-88.75,2,1
2020-12-02 04:00:00,76.75,-93.75,2,1
2020-12-02 04:00:00,72.5,-96.75,2,1
2020-12-02 04:00:00,68.25,-98.75,2,1
2020-12-02 04:00:00,64.0,-100.25,2,1
2020-12-02 04:00:00,59.75,-101.75,2,1
2020-12-02 04:00:00,55.75,-102.75,2,1
2020-12-02 04:00:00,51.5,-104.0,0,1
2020-12-02 04:00:00,47.5,-105.0,0,1
2020-12-02 04:00:00,43.5,-105.75,0,1
2020-12-02 04:00:00,39.5,-106.75,0,1
2020-12-02 04:00:00,35.25,-107.5,0,1
2020-12-02 04:00:00,31.25,-108.5,0,1
2020-12-02 04:00:00,27.25,-109.25,0,1
2020-12-02 04:00:00,23.0,-110.0,0,1
2020-12-02 04:00:00,19.0,-111.0,0,1
2020-12-02 04:00:00,15.0,-111.75,0,1
2020-12-02 04:00:00,11.0,-112.5,0,1
2020-12-02 04:00:00,6.75,-113.5,0,1
2020-12-02 04:00:00,2.75,-114.5,0,1
2020-12-02 04:00:00,-1.5,-115.25,0,1
2020-12-02 04:00:00,-5.75,-116.5,0,1
2020-12-02 04:00:00,-10.0,-117.5,0,1
2020-12-02 04:00:00,-14.25,-119.0,0,1
2020-12-02 05:00:00,79.5,-115.25,2,1
2020-12-02 06:00:00,75.25,-119.25,2,1
2020-12-02 06:00:00,70.75,-121.5,2,1
2020-12-02 06:00:00,66.75,-123.5,2,1
2020-12-02 06:00:00,62.25,-125.0,2,1
2020-12-02 06:00:00,58.25,-126.25,2,1
2020-12-02 06:00:00,54.25,-127.25,2,1
2020-12-02 06:00:00,50.0,-128.5,1,1
2020-12-02 06:00:00,46.0,-129.25,1,1
2020-12-02 06:00:00,42.0,-130.25,1,1
2020-12-02 06:00:00,38.0,-131.25,1,1
2020-12-02 06:00:00,33.75,-132.0,1,1
2020-12-02 06:00:00,29.75,-133.0,1,1
2020-12-02 06:00:00,25.75,-133.75,1,1
2020-12-02 06:00:00,21.75,-134.5,1,1
2020-12-02 06:00:00,17.5,-135.5,1,1
2020-12-02 06:00:00,13.5,-136.25,1,1
2020-12-02 06:00:00,9.5,-137.0,1,1
2020-12-02 06:00:00,1.0,-139.0,1,1
2020-12-02 06:00:00,-11.75,-142.25,1,1
2020-12-02 06:00:00,-16.0,-143.5,1,1
2020-12-02 07:00:00,78.0,-141.0,2,1
2020-12-02 07:00:00,73.5,-144.25,2,1
2020-12-02 07:00:00,69.25,-146.5,2,1
2020-12-02 07:00:00,65.0,-148.25,2,1
2020-12-02 07:00:00,61.0,-149.5,2,1
2020-12-02 07:00:00,56.75,-151.0,1,1
2020-12-02 07:00:00,52.5,-152.0,1,1
2020-12-02 07:00:00,48.5,-153.0,1,1
2020-12-02 07:00:00,44.5,-153.75,1,1
2020-12-02 07:00:00,40.5,-155.0,1,1
2020-12-02 07:00:00,36.5,-155.75,1,1
2020-12-02 07:00:00,32.25,-156.5,1,1
2020-12-02 07:00:00,28.25,-157.25,1,1
2020-12-02 07:00:00,24.25,-158.25,1,1
2020-12-02 07:00:00,20.0,-159.0,1,1
2020-12-02 07:00:00,16.0,-159.75,1,1
2020-12-02 07:00:00,12.0,-160.75,1,1
2020-12-02 07:00:00,7.75,-161.5,1,1
2020-12-02 07:00:00,3.75,-162.5,1,1
2020-12-02 07:00:00,-0.5,-163.5,1,1
2020-12-02 07:00:00,-4.75,-164.5,1,1
2020-12-02 07:00:00,-9.0,-165.75,1,1
2020-12-02 07:00:00,-13.25,-166.75,1,1
2020-12-02 07:00:00,-17.75,-168.25,1,1
2020-12-02 09:00:00,80.75,-162.0,2,1
2020-12-02 09:00:00,76.25,-166.5,2,1
2020-12-02 09:00:00,72.0,-169.25,2,1
2020-12-02 09:00:00,67.75,-171.25,2,1
2020-12-02 09:00:00,63.25,-173.0,2,1
2020-12-02 09:00:00,59.25,-174.5,1,1
2020-12-02 09:00:00,55.25,-175.25,1,1
2020-12-02 09:00:00,51.25,-176.5,1,1
2020-12-02 09:00:00,47.0,-177.5,1,1
2020-12-02 09:00:00,43.0,-178.5,1,1
2020-12-02 09:00:00,39.0,-179.25,1,1
2020-12-02 09:00:00,35.0,179.75,1,1
2020-12-02 09:00:00,30.75,179.0,1,1
2020-12-02 09:00:00,26.75,178.25,1,1
2020-12-02 09:00:00,22.75,177.25,1,1
2020-12-02 09:00:00,19.0,176.75,1,1
2020-12-02 09:00:00,14.5,175.75,1,1
2020-12-02 09:00:00,-6.25,170.75,1,1
2020-12-02 09:00:00,-10.5,169.5,1,1
2020-12-02 10:00:00,79.0,171.75,2,1
2020-12-02 10:00:00,74.75,168.0,2,1
2020-12-02 10:00:00,70.25,165.75,2,1
2020-12-02 10:00:00,66.0,163.75,2,1
2020-12-02 10:00:00,61.75,162.25,2,1
2020-12-02 10:00:00,57.75,161.0,1,1
2020-12-02 10:00:00,53.75,160.0,1,1
2020-12-02 10:00:00,49.5,159.0,1,1
2020-12-02 10:00:00,45.5,158.0,1,1
2020-12-02 10:00:00,41.5,157.25,1,1
2020-12-02 11:00:00,37.5,156.25,1,1
2020-12-02 11:00:00,33.25,155.25,1,1
2020-12-02 11:00:00,29.25,154.5,1,1
2020-12-02 11:00:00,25.25,153.75,1,1
2020-12-02 11:00:00,21.0,153.0,1,1
2020-12-02 11:00:00,17.0,152.0,1,1
2020-12-02 11:00:00,0.5,148.25,1,1
2020-12-02 11:00:00,-7.75,146.25,1,1
2020-12-02 11:00:00,-12.25,145.0,1,1
2020-12-02 11:00:00,-16.75,143.5,1,1
2020-12-02 12:00:00,77.25,146.0,2,1
2020-12-02 12:00:00,73.0,143.0,2,1
2020-12-02 12:00:00,68.75,140.75,2,1
2020-12-02 12:00:00,64.5,139.25,2,1
2020-12-02 12:00:00,60.25,137.75,2,1
2020-12-02 12:00:00,56.0,136.5,2,1
2020-12-02 12:00:00,52.0,135.5,1,1
2020-12-02 12:00:00,48.0,134.5,1,1
2020-12-02 12:00:00,44.0,133.5,1,1
2020-12-02 12:00:00,40.0,132.5,1,1
2020-12-02 12:00:00,35.75,131.75,1,1
2020-12-02 12:00:00,31.75,130.75,1,1
2020-12-02 12:00:00,27.75,130.0,1,1
2020-12-02 12:00:00,23.75,129.25,1,1
2020-12-02 12:00:00,19.5,128.25,1,1
2020-12-02 14:00:00,80.5,123.75,2,1
2020-12-02 14:00:00,75.75,120.25,2,1
2020-12-02 14:00:00,71.25,117.75,2,1
2020-12-02 14:00:00,67.0,116.0,2,1
2020-12-02 14:00:00,63.0,114.25,2,1
2020-12-02 14:00:00,58.75,113.25,2,1
2020-12-02 14:00:00,54.75,112.25,2,1
2020-12-02 14:00:00,50.5,111.0,2,1
2020-12-02 14:00:00,46.5,110.0,2,1
2020-12-02 14:00:00,40.75,109.25,2,1
2020-12-02 14:00:00,36.75,107.75,2,1
2020-12-02 14:00:00,33.0,106.75,3,1
2020-12-02 14:00:00,29.25,106.0,3,1
2020-12-02 14:00:00,25.5,105.0,3,1
2020-12-02 15:00:00,78.5,98.75,2,1
2020-12-02 15:00:00,74.25,95.5,2,1
2020-12-02 15:00:00,69.75,92.75,2,1
2020-12-02 15:00:00,65.5,91.25,2,1
2020-12-02 15:00:00,61.5,89.75,2,1
2020-12-02 15:00:00,57.25,88.5,2,1
2020-12-02 15:00:00,53.25,87.5,2,1
2020-12-02 15:00:00,49.0,86.5,2,1
2020-12-02 15:00:00,45.0,85.25,3,1
2020-12-02 15:00:00,41.0,84.25,3,1
2020-12-02 15:00:00,36.75,83.75,3,1
2020-12-02 15:00:00,32.75,82.75,3,1
2020-12-02 15:00:00,28.75,82.0,3,1
2020-12-02 15:00:00,24.75,81.25,3,1
2020-12-02 15:00:00,20.75,80.25,3,1
2020-12-02 15:00:00,16.5,79.5,3,1
2020-12-02 15:00:00,12.5,78.5,3,1
2020-12-02 15:00:00,8.5,77.75,3,1
2020-12-02 15:00:00,4.25,76.75,3,1
2020-12-02 15:00:00,0.0,75.75,3,1
2020-12-02 16:00:00,-4.25,74.75,3,1
2020-12-02 16:00:00,-8.25,73.75,3,1
2020-12-02 16:00:00,-12.75,72.5,3,1
2020-12-02 16:00:00,-17.0,71.25,3,1
2020-12-02 17:00:00,81.25,78.0,2,2
2020-12-02 17:00:00,76.75,73.0,2,2
2020-12-02 17:00:00,72.5,70.0,2,2
2020-12-02 17:00:00,68.25,68.0,2,2
2020-12-02 17:00:00,64.0,66.5,2,2
2020-12-02 17:00:00,60.0,65.0,2,2
2020-12-02 17:00:00,55.75,64.0,2,2
2020-12-02 17:00:00,51.75,62.75,3,2
2020-12-02 17:00:00,47.5,61.75,3,2
2020-12-02 17:00:00,23.25,56.75,3,2
2020-12-02 17:00:00,19.0,55.75,3,2
2020-12-02 17:00:00,15.0,55.0,3,2
2020-12-02 17:00:00,11.0,54.0,3,2
2020-12-02 17:00:00,6.75,53.25,3,2
2020-12-02 17:00:00,2.75,52.25,3,2
2020-12-02 17:00:00,-1.5,51.25,3,2
2020-12-02 17:00:00,-5.75,50.25,3,2
2020-12-02 17:00:00,-10.0,49.25,3,2
2020-12-02 17:00:00,-14.25,47.75,3,2
2020-12-02 20:00:00,78.0,25.75,2,2
2020-12-02 20:00:00,73.5,22.5,2,2
2020-12-02 20:00:00,69.25,20.25,2,2
2020-12-02 20:00:00,65.0,18.5,2,2
2020-12-02 20:00:00,61.0,17.0,2,2
2020-12-02 20:00:00,54.5,14.75,2,2
2020-12-02 20:00:00,50.75,13.25,2,2
2020-12-02 20:00:00,47.0,12.5,3,2
2020-12-02 20:00:00,43.25,11.5,3,2
2020-12-02 20:00:00,39.75,11.25,3,2
2020-12-02 20:00:00,36.25,10.75,3,2
2020-12-02 20:00:00,32.5,10.25,3,2
2020-12-02 20:00:00,28.5,9.25,3,2
2020-12-02 20:00:00,24.5,8.25,3,2
2020-12-02 20:00:00,-17.5,-1.5,3,2
2020-12-02 22:00:00,80.75,4.75,2,2
2020-12-02 22:00:00,76.25,0.25,2,2
2020-12-02 22:00:00,72.0,-2.75,2,2
2020-12-02 22:00:00,67.75,-4.5,2,2
2020-12-02 22:00:00,63.5,-6.25,2,2
2020-12-02 22:00:00,59.25,-7.5,2,2
2020-12-02 22:00:00,55.25,-8.75,2,2
2020-12-02 22:00:00,51.0,-9.75,2,2
2020-12-02 22:00:00,47.0,-10.75,2,2
2020-12-02 22:00:00,43.0,-11.75,0,2
2020-12-02 22:00:00,39.0,-12.5,0,2
2020-12-02 22:00:00,34.75,-13.5,0,2
2020-12-02 22:00:00,30.75,-14.25,0,2
2020-12-02 22:00:00,26.75,-15.0,0,2
2020-12-02 22:00:00,22.75,-16.0,0,2
2020-12-02 22:00:00,18.5,-16.75,0,2
2020-12-02 22:00:00,14.5,-17.75,0,2
2020-12-02 22:00:00,10.5,-18.5,0,2
2020-12-02 22:00:00,6.25,-19.25,0,2
2020-12-02 22:00:00,2.25,-20.25,0,2
2020-12-02 22:00:00,-2.0,-21.25,0,2
2020-12-02 22:00:00,-6.25,-22.5,0,2
2020-12-02 22:00:00,-10.5,-23.75,0,2
2020-12-02 22:00:00,-15.0,-25.0,0,2
2020-12-02 23:00:00,79.0,-21.5,2,2
2020-12-02 23:00:00,74.75,-25.25,2,2
2020-12-02 23:00:00,70.25,-27.5,2,2
2020-12-02 23:00:00,66.25,-29.5,2,2
2020-12-02 23:00:00,62.0,-31.0,2,2
2020-12-02 23:00:00,57.75,-32.25,2,2
2020-12-02 23:00:00,53.75,-33.25,0,2
2020-12-02 23:00:00,49.5,-34.25,0,2
2020-12-02 23:00:00,45.5,-35.25,0,2
2020-12-02 23:00:00,41.5,-36.25,0,2
2020-12-02 23:00:00,37.5,-37.25,0,2
2020-12-02 23:00:00,33.25,-37.75,0,2
2020-12-02 23:00:00,29.25,-38.75,0,2
2020-12-02 23:00:00,25.25,-39.5,0,2
2020-12-02 23:00:00,21.25,-40.25,0,2
2020-12-02 23:00:00,17.0,-41.25,0,2
2020-12-02 23:00:00,13.0,-42.0,0,2
2020-12-02 23:00:00,9.0,-43.0,0,2
2020-12-03 14:00:00,77.25,119.25,2,2
2020-12-03 14:00:00,73.0,116.25,2,2
2020-12-03 14:00:00,68.75,114.25,2,2
2020-12-03 14:00:00,64.5,112.75,2,2
2020-12-03 14:00:00,60.5,111.25,2,2
2020-12-03 14:00:00,56.25,109.75,2,2
2020-12-03 14:00:00,52.0,109.0,2,2
2020-12-03 14:00:00,48.0,108.0,2,2
2020-12-03 14:00:00,44.0,107.0,2,2
2020-12-03 14:00:00,40.0,106.0,2,2
2020-12-03 14:00:00,35.75,105.25,3,2
2020-12-03 14:00:00,31.75,104.25,3,2
2020-12-03 14:00:00,27.75,103.5,3,2
2020-12-03 14:00:00,23.75,102.75,3,2
2020-12-03 15:00:00,80.0,98.5,2,2
2020-12-03 15:00:00,75.75,94.0,2,2
2020-12-03 15:00:00,71.5,91.5,2,2
2020-12-03 15:00:00,67.25,89.5,2,2
2020-12-03 15:00:00,63.0,87.75,2,2
2020-12-03 15:00:00,58.75,86.5,2,2
2020-12-03 15:00:00,54.5,85.5,2,2
2020-12-03 15:00:00,50.5,84.25,2,2
2020-12-03 15:00:00,46.5,83.25,3,2
2020-12-03 15:00:00,42.5,82.5,3,2
2020-12-03 15:00:00,38.5,81.5,3,2
2020-12-03 15:00:00,34.25,80.75,3,2
2020-12-03 16:00:00,30.25,79.75,3,2
2020-12-03 16:00:00,26.25,79.0,3,2
2020-12-03 16:00:00,22.25,78.25,3,2
2020-12-03 16:00:00,14.0,76.5,3,2
2020-12-03 17:00:00,78.5,72.25,2,2
